y_pred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,predicted_TOTAL_ELEC
1517.7734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517.7734
8.046352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.046352
290.42224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.42224
1104.3828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.3828
887.1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.1852
132.62866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.62866
314.3154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.3154
4205.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4205.676
2032.1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032.1334
445.10632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.10632
451.4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.4216
546.9603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.9603
2225.5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.5012
468.29218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.29218
297.7696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.7696
1502.8604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.8604
1559.0687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559.0687
427.88803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.88803
1108.4625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.4625
1091.6819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.6819
1099.9185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.9185
1526.6338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.6338
2267.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2267.0225
18.740261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.740261
672.6798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.6798
4220.5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4220.5537
676.1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.1271
540.8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.8967
142.77037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.77037
349.76584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.76584
1000.88586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.88586
1247.3752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.3752
1136.6802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.6802
1.9689796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9689796
292.4587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.4587
2121.7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121.7266
472.19012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.19012
4337.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4337.538
370.75156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.75156
1330.4904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.4904
377.62088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.62088
586.9235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.9235
493.18005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.18005
485.58972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.58972
262.47534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.47534
1546.2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546.2478
234.38493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.38493
118.952065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.952065
801.1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.1024
608.15753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.15753
675.09174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.09174
8298.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8298.722
468.06824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.06824
587.0273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.0273
548.1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.1685
343.29288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.29288
801.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.973
756.38837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.38837
2962.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2962.175
379.08606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.08606
1576.8044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576.8044
140.77344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.77344
1936.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.768
982.22327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.22327
975.3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.3108
883.49133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.49133
856.0393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.0393
1606.3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606.3251
903.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.00525
4313.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4313.257
166.09654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.09654
1488.2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.2201
1040.7229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.7229
163.84698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.84698
4655.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4655.268
0.0061661596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0061661596
149.89452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.89452
560.36127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.36127
1852.9186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852.9186
1276.6268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.6268
1921.6881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921.6881
562.5337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.5337
3036.1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3036.1443
76.50192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.50192
4805.8877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4805.8877
784.7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.7314
640.9442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.9442
1692.8158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692.8158
496.9206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.9206
743.5359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.5359
747.9376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.9376
2475.8137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475.8137
2143.0464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143.0464
33.736435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.736435
2069.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.409
1093.0342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.0342
670.2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.2758
911.5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.5407
440.7369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.7369
3620.2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3620.2942
666.56757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.56757
0.21866536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21866536
643.5424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.5424
899.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.705
864.4325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.4325
547.4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.4099
894.5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.5881
1154.4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.4368
392.7021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.7021
2395.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395.534
800.3684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.3684
917.44403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.44403
222.85358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.85358
990.11676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.11676
500.23206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.23206
1522.7278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.7278
577.7565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.7565
1008.08527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.08527
692.0188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0188
1825.4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.4927
15.383104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.383104
1087.8081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.8081
193.37257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.37257
83.99558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.99558
132.4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.4526
135.63408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.63408
2913.5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2913.5378
709.5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.5332
438.60117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.60117
1870.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870.571
239.4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.4917
1259.1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.1862
112.86298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.86298
1944.0944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0944
2757.6306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757.6306
7.4645844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4645844
2091.4421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091.4421
1093.7883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.7883
116.48584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.48584
1535.0337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535.0337
1533.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.375
437.63025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.63025
318.45285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.45285
5271.7725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271.7725
1696.1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696.1709
2374.5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2374.5312
1030.6584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.6584
1049.3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.3059
618.66956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.66956
320.74948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.74948
5536.9463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5536.9463
3650.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650.3745
390.33762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.33762
2688.7935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688.7935
335.51578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.51578
1042.4137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.4137
196.44301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.44301
195.22371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.22371
589.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.712
2422.8484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2422.8484
404.3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.3016
3953.8528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953.8528
248.55756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.55756
369.7036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.7036
608.1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.1634
4595.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4595.03
329.97394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.97394
4281.2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4281.2593
790.23267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.23267
3131.8064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3131.8064
2130.5938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130.5938
934.48126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.48126
2097.3752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097.3752
903.6378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.6378
2458.6035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458.6035
394.15536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.15536
50.053555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.053555
17.11729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.11729
1172.4828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.4828
594.18835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.18835
766.56946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.56946
2303.4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303.4287
1060.2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.2534
891.3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.3743
1079.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.661
927.2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.2234
251.0984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0984
547.3477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.3477
5074.7686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5074.7686
6807.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6807.186
3736.2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736.2976
1262.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.678
122.07327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.07327
2441.8403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2441.8403
129.53857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.53857
1010.69324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.69324
705.1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.1602
1971.0383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971.0383
32.069153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.069153
504.07147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.07147
1669.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669.556
1673.2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.2762
481.6647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.6647
3127.8503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3127.8503
3158.4045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158.4045
5895.9014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5895.9014
5886.4893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5886.4893
2815.2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2815.2688
552.32587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.32587
157.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.96
135.9765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.9765
87.19206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.19206
519.16504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.16504
285.58203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.58203
1846.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846.4404
191.15405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.15405
921.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.793
1782.1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.1444
1807.0364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.0364
686.6381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.6381
4395.9785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4395.9785
3072.9739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3072.9739
340.77405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.77405
182.72243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.72243
1035.5118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035.5118
554.7766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.7766
341.40564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.40564
3414.1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3414.1602
378.05386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.05386
1537.9597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.9597
695.0673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.0673
1550.6757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.6757
889.50995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.50995
1003.48047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.48047
335.47116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.47116
56.769245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.769245
1520.8529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.8529
1582.8763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582.8763
1442.6254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442.6254
14181.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14181.2
509.75616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.75616
424.99988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.99988
428.75723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.75723
3274.4316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274.4316
205.59966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.59966
398.0096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0096
397.60532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.60532
520.99176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.99176
99.82243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.82243
1337.3158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.3158
1332.6787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.6787
803.87286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.87286
3525.8838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3525.8838
1170.2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.2434
1727.3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.3635
2258.1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258.1523
2186.9485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186.9485
2555.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2555.014
939.73016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.73016
422.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0047
2695.0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695.0212
701.48706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.48706
1434.1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.1941
521.70215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.70215
428.46982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.46982
845.52435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.52435
176.81255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.81255
1447.8174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447.8174
372.22205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.22205
2851.3901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851.3901
1328.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.592
1354.8934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354.8934
618.0975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.0975
1647.3615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.3615
121.66181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.66181
19.734612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.734612
216.33878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.33878
1186.2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.2611
1204.1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.1852
514.45844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.45844
934.2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.2899
2505.3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505.3025
2560.0208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0208
942.5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.5379
523.06024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.06024
2075.8804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075.8804
1008.14496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.14496
1339.3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.3378
691.2971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.2971
5142.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5142.418
206.34814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.34814
201.49886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.49886
155.44229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.44229
473.14688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.14688
452.3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.3368
905.6451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.6451
5267.3237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267.3237
580.0494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0494
357.4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.4449
3748.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3748.096
231.55144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.55144
476.3917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.3917
1070.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.94
2085.6375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2085.6375
721.3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.3016
